dataset,filename,Random Black Forest (RR),DenoisingAutoEncoder (DAE),AutoEncoder (AE),Torsk,COF,CBLOF,PCC,HBOS,COPOD,LOF,Avg Ens.
settings_three,settings_three,0.044756,0.054281,0.054327,0.512161,9.711209,0.085768,0.01761,0.017483,0.01992,0.069024,10.586539000000002
settings_three,settings_three,0.045704,0.05131,0.051287,0.540576,9.736763,0.078777,0.017783,0.017496,0.019554,0.064064,10.623313999999999
settings_three,settings_three,0.045756,0.05062,0.051407,0.87801,9.784299,0.086929,0.017359,0.017492,0.019199,0.064359,11.015430000000002
settings_three,settings_three,0.045552,0.050628,0.050779,1.123634,9.710882,0.078131,0.018778,0.017763,0.019043,0.064215,11.179405000000001
settings_three,settings_three,0.044845,0.051055,0.051068,0.981206,10.486577,0.092129,0.017689,0.018417,0.019536,0.066203,11.828725
settings_three,settings_three,0.045936,0.050697,0.05109,0.558708,9.904062,0.092088,0.017423,0.017327,0.019417,0.063481,10.820229000000001
settings_three,settings_three,0.045968,0.050757,0.050293,0.492096,9.712898,0.083687,0.018179,0.017763,0.01976,0.06725,10.558650999999998
settings_three,settings_three,0.044682,0.051873,0.050437,0.770251,9.868516,0.095216,0.017587,0.01758,0.019248,0.067829,11.003219
settings_three,settings_three,0.045618,0.051364,0.050817,0.602789,9.62741,0.075002,0.017457,0.017485,0.019704,0.067195,10.574841000000001
settings_three,settings_three,0.051676,0.054114,0.053433,0.560981,9.799441,0.083674,0.017276,0.018137,0.020625,0.069982,10.729339000000001
settings_three,settings_three,0.044834,0.050505,0.050689,0.634803,9.69856,0.08669,0.020907,0.017692,0.01898,0.068906,10.692566000000001
settings_three,settings_three,0.045518,0.05071,0.050505,0.497116,9.640194,0.085366,0.017857,0.017636,0.019823,0.069183,10.493908
settings_three,settings_three,0.048638,0.050317,0.050812,0.553278,11.255894,0.076557,0.018568,0.017653,0.020395,0.070588,12.1627
settings_three,settings_three,0.048326,0.050462,0.05079,0.858756,10.752812,0.072345,0.017824,0.017839,0.020088,0.068987,11.958229
settings_three,settings_three,0.04767,0.050899,0.050298,0.745451,10.089788,0.095157,0.017705,0.017468,0.020051,0.065696,11.200183
settings_three,settings_three,0.04604,0.050738,0.051142,0.487868,10.055466,0.08611,0.018096,0.018221,0.019625,0.067963,10.901269
settings_three,settings_three,0.044923,0.053684,0.050936,0.560005,10.94691,0.080704,0.017657,0.017848,0.019836,0.064217,11.856720000000001
settings_three,settings_three,0.044927,0.058524,0.052907,0.342391,10.442799,0.077114,0.017273,0.018143,0.019354,0.065732,11.139164000000001
settings_three,settings_three,0.04551,0.051356,0.05105,0.777579,10.424446,0.07932,0.017577,0.017764,0.020017,0.07075,11.555368999999997
settings_three,settings_three,0.045687,0.05245,0.05059,0.640083,10.637456,0.075706,0.017678,0.017641,0.019607,0.070614,11.627512000000001
settings_three,settings_three,0.045216,0.05412,0.050921,0.455838,10.293343,0.090908,0.017586,0.017785,0.019869,0.066677,11.112263
settings_three,settings_three,0.046508,0.050809,0.050831,0.630797,10.058178,0.08291,0.017393,0.017898,0.019377,0.064056,11.038757000000002
settings_three,settings_three,0.044551,0.051999,0.051113,0.338947,10.276796,0.089171,0.017782,0.017507,0.020132,0.063537,10.971535000000001
settings_three,settings_three,0.044859,0.051903,0.050756,0.295996,10.521531,0.078049,0.0176,0.017792,0.019988,0.063988,11.162462
settings_three,settings_three,0.046252,0.05189,0.052521,0.310747,10.652045,0.082277,0.017796,0.017623,0.01995,0.063565,11.314666
settings_three,settings_three,0.046288,0.053032,0.050283,0.389395,10.181828,0.080836,0.017382,0.017663,0.019638,0.064416,10.920760999999999
settings_three,settings_three,0.04549,0.05491,0.053877,0.683776,10.013816,0.092532,0.018004,0.018124,0.019594,0.064385,11.064508
settings_three,settings_three,0.045002,0.053697,0.051274,0.325551,10.503021,0.078116,0.017832,0.017335,0.019659,0.066158,11.177645
settings_three,settings_three,0.045428,0.051324,0.051309,0.717147,9.701529,0.078799,0.018034,0.017913,0.020068,0.070746,10.772297
settings_three,settings_three,0.045608,0.050803,0.051242,1.648374,10.435346,0.082879,0.01827,0.017492,0.020257,0.071841,12.442112
settings_three,settings_three,0.045182,0.050982,0.050827,0.832782,10.053548,0.078627,0.017626,0.017629,0.019768,0.074081,11.241051999999996
settings_three,settings_three,0.050735,0.050851,0.050611,0.662992,10.293407,0.088468,0.017714,0.017566,0.01947,0.066041,11.317855000000002
settings_three,settings_three,0.052526,0.050328,0.05071,0.522446,10.193623,0.087507,0.017755,0.017674,0.019282,0.062967,11.074818
settings_three,settings_three,0.050707,0.060358,0.050958,0.649179,10.065657,0.078456,0.017946,0.017631,0.020062,0.06398,11.074933999999999
settings_three,settings_three,0.050414,0.050659,0.050728,0.856007,10.277399,0.076266,0.017406,0.01778,0.019429,0.063853,11.479941000000002
settings_three,settings_three,0.051555,0.06536,0.054461,0.69999,10.125763,0.092715,0.017299,0.017531,0.01989,0.063667,11.208231
settings_three,settings_three,0.051379,0.052156,0.050724,0.684709,10.274704,0.082414,0.017417,0.02038,0.019816,0.063197,11.316896
settings_three,settings_three,0.04734,0.051084,0.055241,0.363447,9.794341,0.078637,0.017579,0.017551,0.019843,0.063649,10.508712
settings_three,settings_three,0.047491,0.050952,0.053412,0.347834,9.695761,0.096449,0.01776,0.017586,0.019381,0.062802,10.409427999999998
settings_three,settings_three,0.045853,0.05079,0.052946,0.535725,9.730753,0.081465,0.017351,0.017653,0.019746,0.063845,10.616126999999999
settings_three,settings_three,0.045137,0.050698,0.051336,0.395523,9.67277,0.09644,0.01758,0.017962,0.01926,0.06391,10.430616
settings_three,settings_three,0.046403,0.050039,0.050868,0.414291,9.78334,0.08602,0.017372,0.017731,0.019588,0.06507,10.550722
settings_three,settings_three,0.044977,0.050229,0.050845,0.385743,10.188752,0.080611,0.017523,0.018549,0.01946,0.063761,10.920449999999999
settings_three,settings_three,0.050856,0.053741,0.053942,1.317678,10.583104,0.07875,0.017718,0.017655,0.019775,0.063487,12.256706
settings_three,settings_three,0.050867,0.050503,0.057817,0.355734,10.448551,0.075816,0.017745,0.017917,0.019418,0.064271,11.158638999999999
settings_three,settings_three,0.051616,0.051662,0.05537,0.43555,10.079083,0.088682,0.017523,0.017668,0.019977,0.063981,10.881112000000003
settings_three,settings_three,0.050019,0.050812,0.051439,0.622242,10.806566,0.084987,0.018385,0.017457,0.019345,0.065013,11.786265
settings_three,settings_three,0.049273,0.050677,0.051106,0.460576,10.995249,0.099202,0.017723,0.01757,0.019614,0.063168,11.824157999999999
settings_three,settings_three,0.046648,0.050334,0.052469,0.348157,11.54177,0.080355,0.017444,0.017567,0.01937,0.064168,12.238282
settings_three,settings_three,0.046115,0.049998,0.054439,0.31975,9.95305,0.10782,0.017903,0.01746,0.01977,0.062893,10.649198
settings_three,settings_three,0.044886,0.050367,0.057633,0.297413,9.942089,0.099631,0.018082,0.01761,0.025997,0.062407,10.616114999999999
settings_three,settings_three,0.046297,0.049907,0.056804,0.327663,10.473662,0.093692,0.017459,0.017322,0.019861,0.062716,11.165383
settings_three,settings_three,0.046393,0.053163,0.06063,0.318559,9.956531,0.09404,0.017576,0.017783,0.019618,0.063752,10.648044999999998
settings_three,settings_three,0.045665,0.050099,0.05312,0.792146,9.727728,0.080755,0.017382,0.017235,0.019516,0.064779,10.868424999999998
settings_three,settings_three,0.046185,0.050204,0.051596,1.135383,9.848909,0.098449,0.01751,0.017298,0.019235,0.065015,11.349784000000001
settings_three,settings_three,0.045715,0.051469,0.051071,0.638272,9.829877,0.088268,0.018108,0.017436,0.019669,0.063615,10.8235
settings_three,settings_three,0.046983,0.052399,0.050276,0.653882,9.682113,0.07778,0.017635,0.017431,0.019182,0.062767,10.680448
settings_three,settings_three,0.050591,0.050074,0.050326,0.566215,9.807321,0.091803,0.017319,0.017518,0.019391,0.063093,10.733651000000002
settings_three,settings_three,0.05094,0.05073,0.05039,0.434899,9.714552,0.096332,0.017801,0.017239,0.019505,0.063406,10.515794000000001
settings_three,settings_three,0.046704,0.050315,0.050074,0.264938,9.788428,0.07903,0.018193,0.017779,0.020234,0.063272,10.398967
settings_three,settings_three,0.046908,0.050911,0.050358,0.498556,11.077798,0.08439,0.017615,0.017234,0.020008,0.063477,11.927255
settings_three,settings_three,0.046223,0.054984,0.062119,0.852168,9.948651,0.097431,0.017312,0.018057,0.020242,0.06333,11.180517000000002
settings_three,settings_three,0.045337,0.051216,0.158186,0.50591,9.956811,0.084748,0.017393,0.018166,0.019201,0.063935,10.920903000000001
settings_three,settings_three,0.044844,0.051167,0.063835,0.555335,9.720245,0.084482,0.0173,0.017585,0.020037,0.0638,10.638630000000001
settings_three,settings_three,0.046442,0.050413,0.058737,1.611404,9.728079,0.083815,0.017107,0.017988,0.019216,0.062935,11.696136
settings_three,settings_three,0.046836,0.052299,0.060313,0.336654,9.731608,0.096091,0.030053,0.023072,0.019992,0.063262,10.460180000000001
settings_three,settings_three,0.046417,0.051215,0.05513,1.622614,9.648029,0.08755,0.017685,0.027588,0.019506,0.063299,11.639033
settings_three,settings_three,0.046242,0.050298,0.052369,0.366722,9.858733,0.091881,0.018327,0.017476,0.019614,0.063212,10.584874000000001
settings_three,settings_three,0.045747,0.050062,0.060645,0.428399,9.686246,0.087277,0.017449,0.017955,0.019272,0.063291,10.476343000000002
settings_three,settings_three,0.04557,0.050588,0.075682,0.698513,9.763173,0.092203,0.017584,0.018637,0.01977,0.063685,10.845404999999998
settings_three,settings_three,0.045967,0.053498,0.122676,0.778475,9.789357,0.091743,0.017859,0.017469,0.019121,0.064271,11.000435999999999
settings_three,settings_three,0.046802,0.053227,0.098319,0.636608,9.643355,0.095119,0.017397,0.017741,0.019545,0.063258,10.691371
settings_three,settings_three,0.047568,0.050666,0.071471,0.497918,10.393741,0.086754,0.017419,0.017766,0.01902,0.063873,11.266195999999999
settings_three,settings_three,0.048284,0.050561,0.11856,0.368735,9.987618,0.081891,0.017292,0.017281,0.019798,0.062965,10.772985
settings_three,settings_three,0.047332,0.058381,0.069762,0.290247,9.926577,0.092607,0.018038,0.017618,0.019049,0.063468,10.603079000000001
settings_three,settings_three,0.046431,0.051484,0.079688,0.451163,9.865413,0.087256,0.017304,0.017721,0.019381,0.063426,10.699266999999999
settings_three,settings_three,0.047047,0.050686,0.084182,0.359177,9.71697,0.086158,0.017742,0.017685,0.019612,0.064061,10.463320000000001
settings_three,settings_three,0.047525,0.050521,0.078641,0.370541,9.76496,0.090432,0.01777,0.017493,0.020847,0.063403,10.522133
settings_three,settings_three,0.046089,0.053416,0.069929,0.521654,9.693263,0.093934,0.017578,0.017427,0.020481,0.064245,10.598016000000001
settings_three,settings_three,0.047063,0.050558,0.075961,0.604881,9.750533,0.099115,0.017685,0.017477,0.019851,0.067225,10.750349
settings_three,settings_three,0.046051,0.050377,0.078087,0.623697,9.689674,0.08049,0.017927,0.017697,0.019438,0.063773,10.687210999999998
settings_three,settings_three,0.046288,0.050696,0.062606,0.548892,9.712221,0.094906,0.017586,0.017519,0.019738,0.063724,10.634176
settings_three,settings_three,0.046299,0.050575,0.072479,0.693767,9.770029,0.081283,0.017373,0.017866,0.019382,0.063065,10.832117999999998
settings_three,settings_three,0.045008,0.05094,0.05672,1.481406,9.695861,0.084085,0.017203,0.017749,0.020081,0.063049,11.532102
settings_three,settings_three,0.046263,0.051816,0.058632,0.279271,9.75413,0.088497,0.017577,0.017373,0.019469,0.063521,10.396548999999998
settings_three,settings_three,0.045436,0.05068,0.054926,0.316983,10.895845,0.098932,0.017429,0.017449,0.019892,0.062798,11.58037
settings_three,settings_three,0.050004,0.050418,0.062274,0.324918,11.044899,0.101734,0.017442,0.017487,0.019398,0.063071,11.751645000000002
settings_three,settings_three,0.046268,0.05321,0.067118,0.423992,9.896907,0.10182,0.017983,0.017519,0.019844,0.062938,10.707599000000002
settings_three,settings_three,0.046608,0.05077,0.066369,0.688523,10.049359,0.115456,0.017443,0.017859,0.019279,0.064181,11.135847
settings_three,settings_three,0.045836,0.05076,0.059615,0.484968,9.958616,0.110699,0.018256,0.017537,0.019243,0.068867,10.834396999999997
settings_three,settings_three,0.045366,0.050738,0.056085,0.634916,9.822056,0.097547,0.017858,0.019953,0.019652,0.063444,10.827615000000002
settings_three,settings_three,0.044711,0.051343,0.056885,0.693654,9.861222,0.073097,0.017559,0.018365,0.01927,0.062906,10.899012
settings_three,settings_three,0.05141,0.051278,0.053428,0.636143,10.230518,0.087742,0.017688,0.017481,0.019835,0.063214,11.228737
settings_three,settings_three,0.049093,0.05144,0.054963,0.817552,10.622814,0.076887,0.01802,0.018093,0.019293,0.069011,11.797165999999999
settings_three,settings_three,0.047869,0.052181,0.056338,0.763174,10.728802,0.08772,0.017802,0.017711,0.019612,0.064081,11.85529
settings_three,settings_three,0.048366,0.050573,0.054358,0.418378,10.184882,0.084204,0.017507,0.018312,0.019414,0.063128,10.959122
settings_three,settings_three,0.047576,0.054123,0.058074,0.496351,9.835539,0.092276,0.017425,0.01808,0.019829,0.063277,10.702549999999999
settings_three,settings_three,0.045724,0.050828,0.064762,0.39611,10.804973,0.089326,0.017878,0.017798,0.019156,0.063522,11.570077000000001
settings_three,settings_three,0.045397,0.051059,0.073731,0.481685,12.171141,0.072017,0.017867,0.017948,0.019884,0.063234,13.013963
settings_three,settings_three,0.048632,0.051113,0.063806,0.711689,10.503722,0.090106,0.01759,0.01766,0.019323,0.063125,11.586765999999999
settings_three,settings_three,0.046736,0.051107,0.117382,0.57519,13.131255,0.080484,0.017514,0.017316,0.02017,0.063479,14.120632999999998
settings_three,settings_three,0.044615,0.051033,0.079087,0.586575,10.854404,0.083739,0.017942,0.017909,0.019401,0.063133,11.817838
settings_three,settings_three,0.04644,0.051159,0.055575,0.494144,10.162173,0.082183,0.017477,0.017571,0.02,0.063327,11.010048999999999
settings_three,settings_three,0.04419,0.051905,0.118709,0.370078,9.685951,0.075902,0.01763,0.017562,0.019234,0.063492,10.464653
settings_three,settings_three,0.045297,0.054864,0.08883,0.557577,10.232038,0.074766,0.017695,0.017878,0.021201,0.063477,11.173623
settings_three,settings_three,0.046601,0.051193,0.05822,0.556826,10.720639,0.08436,0.017187,0.017465,0.021204,0.063146,11.636841
settings_three,settings_three,0.046736,0.050783,0.065478,0.733771,9.925009,0.085492,0.017513,0.0178,0.021952,0.063523,11.028056999999999
settings_three,settings_three,0.046588,0.052405,0.064324,0.391453,9.8656,0.075138,0.017242,0.017437,0.020774,0.064122,10.615082999999998
settings_three,settings_three,0.045368,0.052209,0.066716,0.308753,9.717999,0.077525,0.017688,0.017901,0.020376,0.063976,10.388511000000001
settings_three,settings_three,0.045618,0.052023,0.058216,1.605845,9.848237,0.086531,0.017372,0.017576,0.01984,0.064175,11.815433
settings_three,settings_three,0.046106,0.055389,0.061601,0.367539,9.777142,0.077,0.017575,0.018029,0.019581,0.063496,10.503458000000002
settings_three,settings_three,0.04519,0.054931,0.056627,0.414232,9.919866,0.07042,0.017387,0.01719,0.020113,0.062549,10.678505000000001
settings_three,settings_three,0.045138,0.053724,0.054676,0.648326,10.912931,0.085871,0.018124,0.017918,0.019503,0.063863,11.920074
settings_three,settings_three,0.045916,0.055608,0.058626,0.648742,9.660531,0.089346,0.017458,0.017339,0.019739,0.064061,10.677366000000001
settings_three,settings_three,0.045635,0.050823,0.069222,0.672408,9.868892,0.074523,0.017435,0.017474,0.019807,0.063909,10.900128000000002
settings_three,settings_three,0.044972,0.050792,0.070667,0.444489,10.13833,0.087572,0.017518,0.019247,0.019376,0.062903,10.955866
settings_three,settings_three,0.049855,0.050638,0.059332,0.843993,10.482323,0.0853,0.017487,0.019485,0.0199,0.063831,11.692143999999999
settings_three,settings_three,0.04596,0.05053,0.055436,0.654744,9.817873,0.086482,0.017745,0.018041,0.019498,0.06323,10.829539000000002
settings_three,settings_three,0.046194,0.050402,0.052014,0.391264,9.666311,0.097855,0.017915,0.018228,0.019709,0.063262,10.423154
settings_three,settings_three,0.04822,0.050412,0.052052,0.702913,9.743683,0.074145,0.017522,0.017544,0.019141,0.063579,10.789211
settings_three,settings_three,0.04737,0.054993,0.052128,0.514965,9.78954,0.083332,0.023998,0.018076,0.019722,0.063803,10.667927000000002
settings_three,settings_three,0.04668,0.050879,0.051883,0.684429,10.089676,0.081754,0.018022,0.017612,0.019182,0.063177,11.123294000000001
settings_three,settings_three,0.045118,0.054882,0.054933,0.565294,9.981188,0.081953,0.01778,0.017824,0.020075,0.062874,10.901921
settings_three,settings_three,0.046495,0.051068,0.051079,0.704556,10.139696,0.087843,0.017689,0.018186,0.019223,0.063026,11.198861
settings_three,settings_three,0.043581,0.050937,0.051182,0.790374,10.216119,0.084992,0.017554,0.017622,0.019668,0.06352,11.355549
settings_three,settings_three,0.046023,0.050983,0.051807,0.367878,10.077379,0.102103,0.018064,0.017949,0.019253,0.064137,10.815576000000002
settings_three,settings_three,0.044988,0.05527,0.051122,0.683105,10.511205,0.096217,0.017459,0.017805,0.019834,0.063347,11.560352
settings_three,settings_three,0.045714,0.050543,0.051992,0.796859,10.700222,0.081225,0.017847,0.017811,0.019264,0.063287,11.844764
settings_three,settings_three,0.046738,0.050556,0.052074,0.757585,10.15198,0.086391,0.017456,0.017294,0.019781,0.064125,11.26398
settings_three,settings_three,0.045666,0.050891,0.051495,0.869267,10.796838,0.087541,0.017939,0.017719,0.019246,0.063391,12.019993
settings_three,settings_three,0.046064,0.053357,0.055493,0.667205,10.104141,0.087015,0.018326,0.017315,0.019592,0.064385,11.132893
settings_three,settings_three,0.045841,0.054767,0.056735,0.819529,9.918851,0.074741,0.017563,0.017511,0.019303,0.063588,11.088429000000001
settings_three,settings_three,0.045888,0.052134,0.052901,0.657633,10.659842,0.084476,0.017925,0.017405,0.01968,0.063682,11.671565999999999
settings_three,settings_three,0.045413,0.051667,0.052685,0.484133,10.492419,0.078282,0.01739,0.018009,0.019879,0.062945,11.322821999999999
settings_three,settings_three,0.044884,0.052093,0.054154,0.46851,10.068395,0.085963,0.017868,0.01738,0.019072,0.063813,10.892131999999998
settings_three,settings_three,0.047151,0.050662,0.054882,0.365664,9.905974,0.084571,0.017553,0.017462,0.019982,0.063362,10.627263000000001
settings_three,settings_three,0.046869,0.051097,0.052932,0.846537,9.797332,0.079877,0.018039,0.01747,0.019239,0.063328,10.99272
settings_three,settings_three,0.044857,0.051522,0.052607,0.72887,10.311197,0.086997,0.017589,0.01755,0.019973,0.062995,11.394157
settings_three,settings_three,0.05102,0.052276,0.051979,0.529483,11.25194,0.080888,0.017447,0.0175,0.019191,0.063455,12.135178999999999
settings_three,settings_three,0.047612,0.053828,0.054885,0.339831,10.141811,0.088997,0.017616,0.017662,0.019664,0.06311,10.845016000000001
settings_three,settings_three,0.045293,0.051914,0.051357,0.466163,9.959929,0.086248,0.01742,0.017345,0.019552,0.063688,10.778909
settings_three,settings_three,0.047636,0.05168,0.051734,0.922175,9.879877,0.076112,0.018025,0.018227,0.019276,0.06321,11.147952
settings_three,settings_three,0.046813,0.054101,0.050944,1.341624,10.052124,0.085228,0.017579,0.021768,0.019827,0.063918,11.753925999999998
settings_three,settings_three,0.044181,0.050677,0.051255,0.458951,9.878454,0.075561,0.01748,0.017774,0.019196,0.063483,10.677012000000001
settings_three,settings_three,0.046626,0.051116,0.051505,1.217664,10.048304,0.086274,0.017375,0.017926,0.019642,0.062989,11.619420999999997
settings_three,settings_three,0.045356,0.051562,0.051033,1.008402,9.88568,0.088096,0.017497,0.023101,0.019394,0.063557,11.253678
settings_three,settings_three,0.046631,0.050436,0.051641,0.370655,9.839097,0.073748,0.017728,0.017771,0.01993,0.064729,10.552366000000001
settings_three,settings_three,0.046854,0.050228,0.052133,0.775416,9.993829,0.081445,0.017396,0.017389,0.01924,0.063066,11.116995999999999
settings_three,settings_three,0.04838,0.053576,0.055389,0.568856,9.601089,0.092473,0.017796,0.018111,0.019666,0.063702,10.539038
settings_three,settings_three,0.048509,0.050587,0.052438,0.644388,9.75285,0.083931,0.017788,0.018621,0.021284,0.063075,10.753470999999998
settings_three,settings_three,0.049599,0.051167,0.051688,0.641194,9.761084,0.086194,0.017773,0.017689,0.020827,0.063229,10.760444000000001
