dataset,filename,label,ada_boost_32,ada_boost_32_class,bayes_32,bayes_32_class,convnet_32,convnet_32_class,decision_tree_32,decision_tree_32_class,knn_32,knn_32_class,mlp_32,mlp_32_class,qda_32,qda_32_class,random_forest_32,random_forest_32_class,resnet_32,resnet_32_class,rocket_32,rocket_32_class,svc_linear_32,svc_linear_32_class,Oracle,Avg Ens,CBLOF,COF,COPOD,HBOS,LOF,PCC
settings_two,synthetic_batch_37.out,CBLOF,3.059482912995441,HBOS,3.059482912995441,HBOS,7.375186581701551,CBLOF,3.059482912995441,HBOS,3.059482912995441,HBOS,3.059482912995441,HBOS,3.191991870558261,PCC,3.059482912995441,HBOS,3.120149574231559,COPOD,3.059482912995441,HBOS,3.059482912995441,HBOS,3.002983415134761,0.6694822955486672,7.375186581701551,4.368068798848804,3.120149574231559,3.059482912995441,3.002983415134761,3.191991870558261
settings_two,synthetic_batch_43.out,HBOS,2.8484935230900024,HBOS,2.8484935230900024,HBOS,2.8484935230900024,HBOS,2.8484935230900024,HBOS,2.8484935230900024,HBOS,2.8484935230900024,HBOS,3.13642367902232,PCC,2.8484935230900024,HBOS,3.0039298903961806,COPOD,2.8484935230900024,HBOS,2.8484935230900024,HBOS,2.8484935230900024,0.7495259547616051,7.076998805525992,5.697520886159702,3.0039298903961806,2.8484935230900024,2.994211640488276,3.13642367902232
settings_two,synthetic_batch_47.out,HBOS,2.9019870767421807,HBOS,2.9019870767421807,HBOS,2.9019870767421807,HBOS,2.9019870767421807,HBOS,2.9019870767421807,HBOS,2.9019870767421807,HBOS,3.6899747039207305,PCC,2.9019870767421807,HBOS,3.025857511036688,COPOD,2.9019870767421807,HBOS,2.9019870767421807,HBOS,2.9019870767421807,0.5620989579500094,8.172401539765008,5.001246151675097,3.025857511036688,2.9019870767421807,2.9255596062119067,3.6899747039207305
settings_two,synthetic_batch_48.out,HBOS,3.0224970058629883,HBOS,3.0224970058629883,HBOS,2.9204782713978474,LOF,3.0224970058629883,HBOS,3.0224970058629883,HBOS,3.0224970058629883,HBOS,3.092213308433078,PCC,3.0224970058629883,HBOS,2.98585589526467,COPOD,3.0224970058629883,HBOS,3.0224970058629883,HBOS,2.9204782713978474,0.4803134428721206,7.643713813999043,4.846546203567427,2.98585589526467,3.0224970058629883,2.9204782713978474,3.092213308433078
settings_two,synthetic_batch_5.out,HBOS,2.978021769947857,HBOS,2.978021769947857,HBOS,6.50778382246724,CBLOF,2.978021769947857,HBOS,2.978021769947857,HBOS,2.978021769947857,HBOS,3.243813968335992,PCC,2.978021769947857,HBOS,3.03256597398687,COPOD,2.978021769947857,HBOS,2.978021769947857,HBOS,2.978021769947857,0.6454262613011126,6.50778382246724,4.110455133329016,3.03256597398687,2.978021769947857,3.058443253570286,3.243813968335992
settings_two,synthetic_batch_50.out,HBOS,3.0989860124104136,HBOS,3.0989860124104136,HBOS,3.0989860124104136,HBOS,3.0989860124104136,HBOS,3.0989860124104136,HBOS,3.0989860124104136,HBOS,3.2531626835786267,PCC,3.0989860124104136,HBOS,2.988562719845965,COPOD,3.0989860124104136,HBOS,3.0989860124104136,HBOS,2.988562719845965,0.7994450994963176,7.716920620425099,5.805338949501034,2.988562719845965,3.0989860124104136,2.99624815317839,3.2531626835786267
settings_two,synthetic_batch_51.out,HBOS,2.944644408009396,HBOS,2.944644408009396,HBOS,2.984692603462304,LOF,2.944644408009396,HBOS,2.944644408009396,HBOS,2.944644408009396,HBOS,3.1149273211899424,PCC,2.944644408009396,HBOS,3.126183396012573,COPOD,2.944644408009396,HBOS,2.944644408009396,HBOS,2.944644408009396,0.5927199647659779,8.646459863690811,3.948035517844146,3.126183396012573,2.944644408009396,2.984692603462304,3.1149273211899424
settings_two,synthetic_batch_53.out,HBOS,3.0762194545504515,HBOS,3.0762194545504515,HBOS,2.983260189689632,LOF,3.0762194545504515,HBOS,3.0762194545504515,HBOS,3.0762194545504515,HBOS,2.983260189689632,LOF,3.0762194545504515,HBOS,3.0078780640397245,COPOD,3.0762194545504515,HBOS,3.0762194545504515,HBOS,2.983260189689632,0.6932168069864832,7.466915083655373,3.270604420353345,3.0078780640397245,3.0762194545504515,2.983260189689632,3.3256419498938232
settings_two,synthetic_batch_55.out,COPOD,inf,HBOS,inf,HBOS,5.66844705124958,CBLOF,inf,HBOS,inf,HBOS,inf,HBOS,2.9959814895735244,PCC,inf,HBOS,3.1815190470940897,COPOD,inf,HBOS,inf,HBOS,2.9959814895735244,0.7752439086507541,5.66844705124958,4.777603858926684,3.1815190470940897,inf,3.082743274023531,2.9959814895735244
settings_two,synthetic_batch_56.out,HBOS,2.823211916469233,HBOS,2.823211916469233,HBOS,2.963338371445813,PCC,2.823211916469233,HBOS,2.823211916469233,HBOS,2.823211916469233,HBOS,2.963338371445813,PCC,2.823211916469233,HBOS,2.972970166581184,COPOD,2.823211916469233,HBOS,2.823211916469233,HBOS,2.823211916469233,0.8302809900307261,7.898751539580225,4.556121505209132,2.972970166581184,2.823211916469233,2.95543417905396,2.963338371445813
settings_two,synthetic_batch_6.out,PCC,2.952814674374653,HBOS,2.952814674374653,HBOS,2.952814674374653,HBOS,2.952814674374653,HBOS,2.952814674374653,HBOS,2.952814674374653,HBOS,3.0484461934771483,LOF,2.952814674374653,HBOS,3.091686526670164,COPOD,2.952814674374653,HBOS,2.952814674374653,HBOS,2.952814674374653,0.6254504086124684,6.997804684520866,5.0040610885664725,3.091686526670164,2.952814674374653,3.0484461934771483,3.412600144472986
settings_two,synthetic_batch_61.out,PCC,2.882265207444547,HBOS,2.882265207444547,HBOS,2.882265207444547,HBOS,2.882265207444547,HBOS,2.882265207444547,HBOS,2.882265207444547,HBOS,2.893839058656692,PCC,2.882265207444547,HBOS,3.0688815046664257,COPOD,2.882265207444547,HBOS,2.882265207444547,HBOS,2.882265207444547,0.7999970605066229,7.650616156458262,4.531843848491242,3.0688815046664257,2.882265207444547,2.966759653743094,2.893839058656692
settings_two,synthetic_batch_63.out,PCC,inf,HBOS,inf,HBOS,7.803727268585785,CBLOF,inf,HBOS,inf,HBOS,inf,HBOS,4.144302780073831,PCC,inf,HBOS,3.089366830513687,COPOD,inf,HBOS,inf,HBOS,2.996752407088765,0.785030346706265,7.803727268585785,5.418853585457967,3.089366830513687,inf,2.996752407088765,4.144302780073831
settings_two,synthetic_batch_64.out,HBOS,inf,HBOS,inf,HBOS,inf,HBOS,inf,HBOS,inf,HBOS,inf,HBOS,3.6438036556337496,PCC,inf,HBOS,2.992807396539174,COPOD,inf,HBOS,inf,HBOS,2.94828247505762,0.792024828784697,7.050504122828222,5.396489435627774,2.992807396539174,inf,2.94828247505762,3.6438036556337496
settings_two,synthetic_batch_68.out,HBOS,2.943568791789987,HBOS,2.943568791789987,HBOS,2.975372227409636,LOF,2.943568791789987,HBOS,2.943568791789987,HBOS,2.943568791789987,HBOS,3.1680532775692134,PCC,2.943568791789987,HBOS,3.038716010439061,COPOD,2.943568791789987,HBOS,2.943568791789987,HBOS,2.943568791789987,0.7378975753114558,7.120322087346233,4.718105064094883,3.038716010439061,2.943568791789987,2.975372227409636,3.1680532775692134
settings_two,synthetic_batch_71.out,HBOS,inf,HBOS,inf,HBOS,3.050275233643829,LOF,inf,HBOS,inf,HBOS,inf,HBOS,2.944624220913653,PCC,inf,HBOS,3.06187557181142,COPOD,inf,HBOS,inf,HBOS,2.944624220913653,0.6493368344884703,5.029459231004046,4.996472486480861,3.06187557181142,inf,3.050275233643829,2.944624220913653
settings_two,synthetic_batch_72.out,PCC,3.0134226171062104,HBOS,3.0134226171062104,HBOS,3.1146028556515795,LOF,3.0134226171062104,HBOS,3.0134226171062104,HBOS,3.0134226171062104,HBOS,2.8923669314424365,PCC,3.0134226171062104,HBOS,3.078372195803176,COPOD,3.0134226171062104,HBOS,3.0134226171062104,HBOS,2.8923669314424365,0.7512295980567721,7.953060463933331,4.087228485200693,3.078372195803176,3.0134226171062104,3.1146028556515795,2.8923669314424365
settings_two,synthetic_batch_73.out,HBOS,inf,HBOS,inf,HBOS,2.708494808641301,PCC,inf,HBOS,inf,HBOS,inf,HBOS,2.708494808641301,PCC,inf,HBOS,3.0027818181888373,COPOD,inf,HBOS,inf,HBOS,2.708494808641301,0.5845417897066435,7.020486645414432,3.645048599798476,3.0027818181888373,inf,2.87205797293232,2.708494808641301
settings_two,synthetic_batch_74.out,HBOS,3.06065207960982,HBOS,3.06065207960982,HBOS,3.06065207960982,HBOS,3.06065207960982,HBOS,3.06065207960982,HBOS,3.06065207960982,HBOS,3.2345107277724487,PCC,3.06065207960982,HBOS,2.912604598323031,COPOD,3.06065207960982,HBOS,3.06065207960982,HBOS,2.8753389402990965,0.790222318434402,5.233012486911415,5.566103804886992,2.912604598323031,3.06065207960982,2.8753389402990965,3.2345107277724487
settings_two,synthetic_batch_75.out,PCC,inf,HBOS,inf,HBOS,inf,HBOS,inf,HBOS,inf,HBOS,inf,HBOS,3.12733240099974,PCC,inf,HBOS,3.046110330276783,COPOD,inf,HBOS,inf,HBOS,2.93151421400664,0.604059033475838,7.594930713057331,5.043225647660878,3.046110330276783,inf,2.93151421400664,3.12733240099974
settings_two,synthetic_batch_77.out,HBOS,inf,HBOS,inf,HBOS,6.936194481595082,CBLOF,inf,HBOS,inf,HBOS,inf,HBOS,3.234572406763024,PCC,inf,HBOS,3.1126853872724864,COPOD,inf,HBOS,inf,HBOS,2.870079890566184,0.7295737258932813,6.936194481595082,3.909067528930623,3.1126853872724864,inf,2.870079890566184,3.234572406763024
settings_two,synthetic_batch_8.out,COPOD,3.008081712670512,HBOS,3.008081712670512,HBOS,3.008081712670512,HBOS,3.008081712670512,HBOS,3.008081712670512,HBOS,3.008081712670512,HBOS,3.6479877829702616,PCC,3.008081712670512,HBOS,3.0533320873900447,COPOD,3.008081712670512,HBOS,3.008081712670512,HBOS,2.9945158681327624,0.6293860802876612,5.796487861814793,5.174583446238052,3.0533320873900447,3.008081712670512,2.9945158681327624,3.6479877829702616
settings_two,synthetic_batch_86.out,PCC,3.028427696833317,HBOS,3.028427696833317,HBOS,3.0355477287348327,PCC,3.028427696833317,HBOS,3.028427696833317,HBOS,3.028427696833317,HBOS,2.877593602059755,LOF,3.028427696833317,HBOS,3.089176493763019,COPOD,3.028427696833317,HBOS,3.028427696833317,HBOS,2.877593602059755,0.9011822544838688,7.72948235003986,5.214223515124703,3.089176493763019,3.028427696833317,2.877593602059755,3.0355477287348327
settings_two,synthetic_batch_88.out,HBOS,2.9552461098305978,HBOS,2.9552461098305978,HBOS,2.9552461098305978,HBOS,2.9552461098305978,HBOS,2.9552461098305978,HBOS,2.9552461098305978,HBOS,2.929188170614877,PCC,2.9552461098305978,HBOS,2.993488838562417,COPOD,2.9552461098305978,HBOS,2.9552461098305978,HBOS,2.842691397128468,0.7600964057485029,6.602315282829109,4.436106617088524,2.993488838562417,2.9552461098305978,2.842691397128468,2.929188170614877
settings_two,synthetic_batch_91.out,HBOS,2.984157369677212,HBOS,2.984157369677212,HBOS,2.984157369677212,HBOS,2.984157369677212,HBOS,2.984157369677212,HBOS,2.984157369677212,HBOS,2.8343133899417454,PCC,2.984157369677212,HBOS,3.0132152148781963,COPOD,2.984157369677212,HBOS,2.984157369677212,HBOS,2.8343133899417454,0.7296638464945338,7.81347502489278,4.1382264898795205,3.0132152148781963,2.984157369677212,3.0498370215843567,2.8343133899417454
settings_two,synthetic_batch_95.out,COPOD,2.9885254264852628,HBOS,2.9885254264852628,HBOS,3.5803227338922845,PCC,2.9885254264852628,HBOS,2.9885254264852628,HBOS,2.9885254264852628,HBOS,3.5803227338922845,PCC,2.9885254264852628,HBOS,3.020932978557303,COPOD,2.9885254264852628,HBOS,2.9885254264852628,HBOS,2.9885254264852628,0.7512155131444375,6.343896076712668,4.667260155129824,3.020932978557303,2.9885254264852628,3.0105163173853526,3.5803227338922845
settings_two,synthetic_batch_96.out,HBOS,3.006909853585213,HBOS,3.006909853585213,HBOS,3.266917702751474,PCC,3.006909853585213,HBOS,3.006909853585213,HBOS,3.006909853585213,HBOS,3.266917702751474,PCC,3.006909853585213,HBOS,3.0241464690024,COPOD,3.006909853585213,HBOS,3.006909853585213,HBOS,2.856306145759018,0.7926918128777769,8.17834555970595,4.82427229923825,3.0241464690024,3.006909853585213,2.856306145759018,3.266917702751474
settings_two,synthetic_batch_20.out,HBOS,3.080112472376253,HBOS,3.080112472376253,HBOS,,CBLOF,3.080112472376253,HBOS,3.080112472376253,HBOS,3.080112472376253,HBOS,3.614580006160072,PCC,3.080112472376253,HBOS,3.001397202563427,COPOD,3.080112472376253,HBOS,3.080112472376253,HBOS,,,,5.268874480113486,3.001397202563427,3.080112472376253,3.0799889722810523,3.614580006160072
settings_two,synthetic_batch_80.out,HBOS,3.0240954519418213,HBOS,3.0240954519418213,HBOS,3.0240954519418213,HBOS,3.0240954519418213,HBOS,3.0240954519418213,HBOS,3.0240954519418213,HBOS,3.214265028610186,PCC,3.0240954519418213,HBOS,3.0847339377269734,COPOD,3.0240954519418213,HBOS,3.0240954519418213,HBOS,,,,3.4446592873378585,3.0847339377269734,3.0240954519418213,3.004559407669012,3.214265028610186
